Sıcaklık,Nem,Işık,Toprak_Nemi,Yağmur,Fan_Durumu,Pompa_Durumu,Led_Durumu,Isıtıcı_Durumu
15.9,52,3783,58,0,0,0,0,1
24.8,94,14105,66,1,0,0,0,0
37.4,46,11157,52,0,1,0,0,0
39.1,72,12126,72,0,1,0,0,0
16.2,88,14831,59,0,0,0,0,1
31.3,75,2894,78,0,1,0,1,0
12.6,39,13790,94,0,0,0,0,1
32.8,58,3184,94,1,1,0,0,0
21.6,65,7807,29,1,0,1,0,0
36.4,82,10122,26,1,1,1,0,0
17.3,84,9644,91,1,0,0,0,1
19.1,34,3194,84,0,0,0,0,0
16.7,35,7584,74,0,0,0,0,1
18.3,38,7635,53,0,0,0,0,0
36.6,53,7749,25,1,1,1,0,0
13.8,81,5865,75,0,0,0,0,1
33.1,40,8134,18,0,1,1,0,0
11.0,60,1327,60,1,0,0,1,1
24.7,57,6474,27,1,0,1,0,0
28.1,93,3877,62,0,1,0,0,0
33.9,64,7788,90,1,1,0,0,0
13.4,87,11556,89,1,0,0,0,1
30.6,86,3669,50,0,1,0,0,0
35.4,89,7505,48,1,1,0,0,0
25.9,92,11747,77,1,1,0,0,0
14.9,78,13982,73,1,0,0,0,1
38.0,53,13959,80,1,1,0,0,0
14.3,30,2850,72,0,0,0,1,1
35.8,57,6307,59,1,1,0,0,0
34.2,41,13341,100,1,1,0,0,0
29.0,33,1652,98,0,1,0,1,0
28.1,80,6360,26,1,1,1,0,0
29.8,35,286,44,0,1,0,1,0
39.0,68,12764,58,0,1,0,0,0
32.5,94,5712,51,1,1,0,0,0
20.0,31,11450,100,1,0,0,0,0
10.9,69,5312,38,0,0,1,0,1
21.3,77,1339,21,0,0,1,1,0
12.1,91,1399,13,1,0,1,1,1
22.8,47,1186,29,1,0,1,1,0
31.0,87,2355,99,1,1,0,1,0
29.7,82,13376,32,1,1,1,0,0
31.7,60,3696,16,0,1,1,0,0
23.7,54,10628,75,0,0,0,0,0
39.3,69,11605,68,1,1,0,0,0
30.7,40,6890,31,1,1,1,0,0
26.9,79,358,52,0,1,0,1,0
24.8,39,1716,88,0,0,0,1,0
25.9,70,9051,92,1,0,0,0,0
32.5,59,8774,20,1,1,1,0,0
27.4,65,11637,83,0,0,0,0,0
29.7,62,1577,68,1,1,0,1,0
12.9,46,13253,73,0,0,0,0,1
27.5,34,7844,59,1,0,0,0,0
14.1,72,615,10,0,0,1,1,1
28.8,62,8191,27,0,1,1,0,0
36.8,52,7251,66,1,1,0,0,0
27.4,51,11496,69,1,0,0,0,0
27.3,35,1212,56,1,0,0,1,0
39.7,46,5968,39,1,1,1,0,0
27.1,81,2758,26,0,1,1,1,0
33.9,88,12195,28,0,1,1,0,0
19.3,43,1243,44,1,0,0,1,0
36.4,39,4252,19,1,1,1,0,0
19.0,77,14704,27,0,0,1,0,0
10.8,34,14157,66,1,0,0,0,1
15.0,80,5585,40,0,0,0,0,1
24.7,85,6936,96,1,0,0,0,0
20.6,86,11715,67,1,0,0,0,0
28.1,94,14422,53,0,1,0,0,0
35.7,73,9491,61,0,1,0,0,0
16.1,33,14892,19,1,0,1,0,1
16.0,51,7264,39,0,0,1,0,1
21.9,92,12886,10,1,0,1,0,0
16.4,45,2988,49,1,0,0,1,1
23.7,83,11787,94,1,0,0,0,0
28.4,42,5998,58,0,1,0,0,0
15.7,57,3104,52,0,0,0,0,1
38.4,91,11991,56,1,1,0,0,0
21.7,69,944,80,1,0,0,1,0
19.9,53,10872,35,0,0,1,0,0
37.1,73,4177,59,0,1,0,0,0
19.4,52,3848,78,0,0,0,0,0
15.1,46,9171,66,1,0,0,0,1
16.3,61,3725,52,1,0,0,0,1
31.7,37,10627,12,0,1,1,0,0
24.6,72,8608,87,0,0,0,0,0
21.8,66,2772,69,0,0,0,1,0
26.0,93,10268,96,0,1,0,0,0
12.2,79,9675,14,0,0,1,0,1
30.2,65,7620,48,0,1,0,0,0
11.9,72,7480,39,0,0,1,0,1
37.6,63,11116,66,0,1,0,0,0
26.4,84,8488,42,0,1,0,0,0
29.1,46,9345,87,1,1,0,0,0
29.7,74,1435,69,0,1,0,1,0
20.0,59,13374,19,0,0,1,0,0
18.5,65,12013,94,1,0,0,0,0
14.8,48,272,74,1,0,0,1,1
39.3,61,3370,99,0,1,0,0,0
27.2,75,11790,47,0,0,0,0,0
28.1,48,5402,23,1,1,1,0,0
29.8,73,7057,97,1,1,0,0,0
14.1,78,12347,96,1,0,0,0,1
21.6,62,12650,17,0,0,1,0,0
18.8,48,7435,23,1,0,1,0,0
34.2,60,14940,58,0,1,0,0,0
21.6,57,3694,57,1,0,0,0,0
25.6,54,3473,100,0,0,0,0,0
19.4,77,11160,88,0,0,0,0,0
11.9,63,9437,10,1,0,1,0,1
14.8,44,10793,30,1,0,1,0,1
29.7,90,1698,53,0,1,0,1,0
14.8,71,1086,96,0,0,0,1,1
25.0,61,11745,28,0,0,1,0,0
12.1,52,2649,61,1,0,0,1,1
22.2,59,106,43,0,0,0,1,0
27.8,53,2982,75,0,0,0,1,0
26.0,53,6508,85,1,0,0,0,0
38.2,40,13363,87,0,1,0,0,0
38.8,85,2017,99,1,1,0,1,0
33.4,51,2071,82,1,1,0,1,0
28.5,95,9480,24,0,1,1,0,0
27.8,34,10334,16,1,0,1,0,0
26.7,82,3559,21,0,1,1,0,0
31.2,82,8698,52,1,1,0,0,0
17.9,86,6118,94,0,0,0,0,1
27.3,78,4966,80,0,1,0,0,0
30.8,83,13640,100,0,1,0,0,0
23.4,47,13585,56,1,0,0,0,0
18.0,90,7529,87,1,0,0,0,0
12.4,49,13827,77,1,0,0,0,1
22.2,36,7830,39,1,0,1,0,0
32.6,85,5366,73,0,1,0,0,0
14.6,89,8798,25,1,0,1,0,1
12.5,55,1157,24,0,0,1,1,1
18.6,33,6797,28,1,0,1,0,0
27.4,63,3128,42,1,0,0,0,0
15.9,64,1355,46,0,0,0,1,1
39.5,37,13753,87,0,1,0,0,0
24.5,58,6295,49,0,0,0,0,0
23.1,61,10899,47,0,0,0,0,0
10.1,43,4661,17,0,0,1,0,1
26.5,71,12339,20,1,0,1,0,0
18.4,43,6151,36,1,0,1,0,0
30.1,46,13556,35,0,1,1,0,0
22.2,41,1836,28,1,0,1,1,0
22.1,47,7509,40,0,0,0,0,0
14.4,59,6528,17,0,0,1,0,1
24.1,43,5022,71,0,0,0,0,0
36.4,70,10144,30,1,1,1,0,0
37.6,89,3001,95,1,1,0,0,0
25.6,35,12258,37,0,0,1,0,0
16.3,59,5864,93,1,0,0,0,1
39.5,56,14297,74,0,1,0,0,0
30.3,78,14307,46,1,1,0,0,0
35.8,77,4312,75,0,1,0,0,0
27.9,58,10657,15,1,0,1,0,0
16.4,81,1837,69,0,0,0,1,1
16.7,56,2652,15,0,0,1,1,1
23.2,57,13670,73,0,0,0,0,0
20.1,64,11029,76,0,0,0,0,0
26.7,47,1824,82,0,0,0,1,0
32.1,85,9206,14,0,1,1,0,0
39.7,92,14549,21,1,1,1,0,0
23.1,88,4966,42,0,0,0,0,0
23.7,55,9167,41,1,0,0,0,0
39.6,80,10921,53,1,1,0,0,0
33.2,33,9515,34,1,1,1,0,0
24.9,57,1989,83,0,0,0,1,0
13.1,75,3961,67,0,0,0,0,1
35.7,71,881,75,0,1,0,1,0
21.0,70,2060,73,1,0,0,1,0
10.7,77,10574,19,0,0,1,0,1
28.4,43,11138,36,0,1,1,0,0
32.8,51,13325,43,0,1,0,0,0
13.0,46,13538,83,1,0,0,0,1
34.2,68,790,13,0,1,1,1,0
27.3,38,12669,70,0,0,0,0,0
37.2,58,3926,98,1,1,0,0,0
36.5,93,6342,77,0,1,0,0,0
33.0,50,5335,54,1,1,0,0,0
14.2,42,4870,46,0,0,0,0,1
24.7,67,12934,75,1,0,0,0,0
13.7,78,9767,21,1,0,1,0,1
18.2,33,10007,23,1,0,1,0,0
20.5,89,9638,38,1,0,1,0,0
27.9,58,14063,54,0,0,0,0,0
19.8,40,10434,80,1,0,0,0,0
14.4,68,3830,22,0,0,1,0,1
23.6,45,9452,100,1,0,0,0,0
11.1,58,7962,14,0,0,1,0,1
38.7,50,10655,96,1,1,0,0,0
17.3,54,2946,28,1,0,1,1,1
34.5,34,1349,80,0,1,0,1,0
24.6,49,3804,24,0,0,1,0,0
27.1,40,4295,66,1,0,0,0,0
21.2,40,12255,25,1,0,1,0,0
10.7,55,11430,99,1,0,0,0,1
15.3,30,393,37,1,0,1,1,1
26.7,66,12895,38,1,0,1,0,0
26.9,62,10759,29,0,0,1,0,0
38.5,37,608,19,0,1,1,1,0
13.2,74,5978,28,1,0,1,0,1
37.5,89,4989,26,0,1,1,0,0
13.1,34,11353,56,1,0,0,0,1
21.7,43,5851,27,1,0,1,0,0
38.4,91,14356,18,0,1,1,0,0
11.0,63,3048,73,1,0,0,0,1
38.0,95,79,100,0,1,0,1,0
38.2,80,3265,46,0,1,0,0,0
14.1,95,11980,92,1,0,0,0,1
31.6,71,11870,46,0,1,0,0,0
20.3,39,1285,39,1,0,1,1,0
12.1,72,9156,19,1,0,1,0,1
28.0,55,1508,51,0,0,0,1,0
24.7,33,14448,46,1,0,0,0,0
35.9,85,8855,29,1,1,1,0,0
30.7,82,11653,62,0,1,0,0,0
36.9,75,7505,75,0,1,0,0,0
16.7,67,312,22,0,0,1,1,1
30.0,82,12080,55,1,1,0,0,0
26.8,41,10175,33,1,0,1,0,0
39.4,88,11016,42,1,1,0,0,0
23.5,80,7561,86,1,0,0,0,0
12.3,45,7063,24,1,0,1,0,1
12.2,85,9533,47,0,0,0,0,1
30.8,92,1663,24,0,1,1,1,0
27.4,64,983,81,0,0,0,1,0
18.1,87,8829,56,1,0,0,0,0
31.5,63,4970,23,0,1,1,0,0
25.2,42,4829,14,0,0,1,0,0
12.0,49,10240,18,1,0,1,0,1
27.1,90,3840,26,0,1,1,0,0
35.9,53,13491,36,0,1,1,0,0
16.1,79,4121,93,0,0,0,0,1
10.6,76,13067,44,0,0,0,0,1
22.4,56,6093,18,1,0,1,0,0
27.1,54,5745,81,0,0,0,0,0
27.5,66,6851,13,1,0,1,0,0
21.8,85,10889,95,0,0,0,0,0
38.1,44,9767,43,1,1,0,0,0
29.4,83,9550,63,1,1,0,0,0
32.8,76,12088,59,0,1,0,0,0
32.4,88,3469,85,1,1,0,0,0
30.9,80,5560,22,0,1,1,0,0
26.9,35,9459,29,0,0,1,0,0
33.7,56,2055,83,0,1,0,1,0
21.0,42,13040,17,0,0,1,0,0
31.3,42,4014,64,0,1,0,0,0
33.7,75,11112,86,1,1,0,0,0
22.6,85,4784,91,1,0,0,0,0
29.2,70,12300,98,1,1,0,0,0
20.3,39,14573,28,0,0,1,0,0
32.2,32,6724,73,1,1,0,0,0
22.1,43,12469,18,0,0,1,0,0
31.6,46,3394,46,1,1,0,0,0
17.7,54,9887,99,1,0,0,0,1
38.1,30,12461,31,0,1,1,0,0
35.0,54,12151,18,0,1,1,0,0
30.3,43,11500,46,1,1,0,0,0
15.6,78,811,75,0,0,0,1,1
19.4,49,5837,30,1,0,1,0,0
21.0,50,1411,41,1,0,0,1,0
28.3,78,6860,36,0,1,1,0,0
32.9,31,4626,74,0,1,0,0,0
25.1,53,13981,33,0,0,1,0,0
33.4,78,4749,29,0,1,1,0,0
21.9,78,3178,25,1,0,1,0,0
15.1,93,10403,76,1,0,0,0,1
30.4,82,8273,12,1,1,1,0,0
28.6,73,1125,31,1,1,1,1,0
31.7,87,13214,46,0,1,0,0,0
20.9,78,10879,38,0,0,1,0,0
30.6,52,7902,43,1,1,0,0,0
19.4,84,954,56,0,0,0,1,0
33.4,32,8079,63,1,1,0,0,0
20.8,82,8142,13,1,0,1,0,0
26.4,79,13370,37,1,1,1,0,0
38.4,84,4025,44,1,1,0,0,0
26.7,67,10257,64,1,0,0,0,0
15.8,45,6139,76,1,0,0,0,1
24.5,46,13642,38,0,0,1,0,0
29.5,64,8558,75,0,1,0,0,0
20.6,58,6153,67,0,0,0,0,0
35.3,38,93,55,0,1,0,1,0
18.3,68,10507,70,1,0,0,0,0
16.5,61,4971,93,1,0,0,0,1
29.2,87,7419,47,0,1,0,0,0
28.0,78,11512,24,0,1,1,0,0
34.0,56,10658,65,1,1,0,0,0
23.8,66,9545,76,0,0,0,0,0
34.5,37,3567,17,0,1,1,0,0
22.3,40,2,32,1,0,1,1,0
24.0,63,4474,39,0,0,1,0,0
26.3,89,8655,54,1,1,0,0,0
11.9,78,8322,18,1,0,1,0,1
10.9,80,3382,96,1,0,0,0,1
33.1,84,11706,100,1,1,0,0,0
14.5,93,2677,52,0,0,0,1,1
14.5,40,12902,16,1,0,1,0,1
32.7,33,2546,71,1,1,0,1,0
15.6,40,12258,56,0,0,0,0,1
17.7,35,1311,83,0,0,0,1,1
15.6,33,14091,87,0,0,0,0,1
13.6,35,1851,24,0,0,1,1,1
14.7,91,2403,97,1,0,0,1,1
13.0,57,10049,92,1,0,0,0,1
23.5,50,8873,89,0,0,0,0,0
25.7,46,9549,51,0,0,0,0,0
16.7,83,436,48,1,0,0,1,1
15.7,52,7353,59,1,0,0,0,1
27.6,58,5037,87,0,0,0,0,0
37.6,50,11137,71,1,1,0,0,0
24.6,68,13832,14,0,0,1,0,0
19.9,72,2509,36,1,0,1,1,0
19.0,31,2080,34,0,0,1,1,0
38.4,59,9055,71,1,1,0,0,0
12.4,36,8642,98,0,0,0,0,1
38.1,42,4623,12,0,1,1,0,0
16.9,72,7088,60,1,0,0,0,1
27.0,89,12860,24,0,1,1,0,0
31.0,38,7733,84,1,1,0,0,0
23.8,81,3311,21,0,0,1,0,0
18.2,78,14703,62,0,0,0,0,0
28.4,78,3350,77,0,1,0,0,0
26.6,55,12358,47,0,0,0,0,0
33.8,93,13558,35,1,1,1,0,0
31.0,61,2491,72,0,1,0,1,0
10.6,43,5350,10,1,0,1,0,1
37.8,79,4108,54,0,1,0,0,0
22.6,73,540,41,1,0,0,1,0
12.4,70,14776,33,1,0,1,0,1
36.6,32,8385,27,1,1,1,0,0
10.2,31,1434,10,1,0,1,1,1
33.0,88,5540,99,1,1,0,0,0
35.0,34,11095,93,0,1,0,0,0
17.7,33,10458,29,1,0,1,0,1
18.4,33,14910,49,0,0,0,0,0
28.1,92,12569,20,1,1,1,0,0
33.6,83,4747,14,1,1,1,0,0
11.3,47,903,97,1,0,0,1,1
23.2,85,10792,30,0,0,1,0,0
34.2,40,12619,69,0,1,0,0,0
39.5,78,11447,76,0,1,0,0,0
16.3,94,2222,66,0,0,0,1,1
32.8,73,162,94,1,1,0,1,0
13.6,46,7762,91,0,0,0,0,1
14.9,73,6640,78,0,0,0,0,1
29.0,57,8338,25,0,1,1,0,0
11.4,92,14201,35,0,0,1,0,1
39.5,41,11838,10,0,1,1,0,0
17.1,34,9299,33,1,0,1,0,1
11.9,59,13776,71,0,0,0,0,1
23.6,87,8207,24,0,0,1,0,0
13.6,37,5167,58,1,0,0,0,1
38.2,57,11364,29,1,1,1,0,0
32.5,44,9128,93,1,1,0,0,0
34.2,33,8616,83,1,1,0,0,0
29.2,76,14497,40,1,1,0,0,0
33.7,73,14800,93,1,1,0,0,0
25.5,67,4731,67,0,0,0,0,0
26.2,84,7031,43,1,1,0,0,0
32.1,49,587,71,1,1,0,1,0
37.4,43,178,15,0,1,1,1,0
13.5,39,8402,82,0,0,0,0,1
19.3,59,14934,78,1,0,0,0,0
21.3,37,559,92,0,0,0,1,0
24.3,40,5097,63,0,0,0,0,0
21.2,58,5909,33,1,0,1,0,0
37.4,72,1553,61,0,1,0,1,0
19.3,71,11921,23,1,0,1,0,0
16.5,79,14237,60,0,0,0,0,1
29.1,48,10395,11,0,1,1,0,0
36.9,60,14669,48,1,1,0,0,0
37.0,90,11768,100,1,1,0,0,0
37.2,83,13166,71,1,1,0,0,0
26.3,95,7103,63,0,1,0,0,0
20.7,88,1775,66,0,0,0,1,0
37.1,81,12646,14,1,1,1,0,0
33.3,36,990,78,0,1,0,1,0
10.9,76,1226,49,1,0,0,1,1
13.9,75,3729,33,1,0,1,0,1
12.1,65,14587,99,1,0,0,0,1
18.7,66,6758,94,1,0,0,0,0
36.2,61,1562,56,1,1,0,1,0
12.8,31,7993,56,1,0,0,0,1
14.5,86,4083,28,0,0,1,0,1
14.5,56,12352,41,1,0,0,0,1
12.8,45,12394,58,1,0,0,0,1
30.4,45,9381,29,1,1,1,0,0
31.6,90,49,52,0,1,0,1,0
21.6,35,6007,46,1,0,0,0,0
12.8,73,9939,70,1,0,0,0,1
23.2,68,9469,84,0,0,0,0,0
39.7,83,13451,33,1,1,1,0,0
29.6,62,4013,69,1,1,0,0,0
24.3,36,6895,67,0,0,0,0,0
38.0,46,6117,70,1,1,0,0,0
32.9,91,5441,30,1,1,1,0,0
16.4,55,6818,23,0,0,1,0,1
24.7,50,6507,70,1,0,0,0,0
17.7,93,11095,94,0,0,0,0,1
13.1,93,5514,26,1,0,1,0,1
39.6,53,11250,87,1,1,0,0,0
39.2,36,9226,11,1,1,1,0,0
10.1,80,9379,32,0,0,1,0,1
23.3,92,6357,92,0,0,0,0,0
18.0,31,475,78,1,0,0,1,0
33.2,94,4658,36,0,1,1,0,0
31.1,46,1168,69,0,1,0,1,0
38.7,48,7956,66,0,1,0,0,0
19.3,86,14756,80,1,0,0,0,0
36.1,78,5701,79,0,1,0,0,0
13.1,55,13923,51,0,0,0,0,1
23.3,69,5942,32,0,0,1,0,0
11.6,61,7790,53,1,0,0,0,1
37.7,85,9786,59,0,1,0,0,0
33.8,84,13354,96,0,1,0,0,0
30.5,63,7383,74,0,1,0,0,0
21.6,37,1258,82,1,0,0,1,0
35.8,73,10701,68,1,1,0,0,0
19.2,81,11425,32,0,0,1,0,0
23.2,46,8960,55,0,0,0,0,0
29.0,42,4347,70,1,1,0,0,0
28.2,62,4101,28,1,1,1,0,0
13.2,70,2356,27,0,0,1,1,1
11.9,84,3116,18,0,0,1,0,1
29.5,57,8683,22,0,1,1,0,0
23.8,46,14413,14,0,0,1,0,0
35.8,78,13316,16,0,1,1,0,0
15.4,70,525,69,0,0,0,1,1
20.7,85,745,15,0,0,1,1,0
16.5,87,7015,36,0,0,1,0,1
30.4,41,3679,93,1,1,0,0,0
12.5,50,8475,38,0,0,1,0,1
39.5,79,7165,71,0,1,0,0,0
13.9,47,8821,14,1,0,1,0,1
29.6,49,12462,38,0,1,1,0,0
12.8,59,10227,71,0,0,0,0,1
29.7,66,5221,22,1,1,1,0,0
36.0,59,13520,15,0,1,1,0,0
35.5,62,12711,83,0,1,0,0,0
13.5,76,14575,53,1,0,0,0,1
17.3,33,5987,67,1,0,0,0,1
36.5,92,5521,15,1,1,1,0,0
38.0,69,10108,89,1,1,0,0,0
12.1,79,2061,73,1,0,0,1,1
12.3,65,12455,22,0,0,1,0,1
24.6,57,2767,58,1,0,0,1,0
24.9,50,5967,74,1,0,0,0,0
33.8,34,3648,25,1,1,1,0,0
37.1,72,652,79,0,1,0,1,0
37.4,46,5107,13,1,1,1,0,0
28.4,48,4798,96,1,1,0,0,0
23.1,54,9822,59,1,0,0,0,0
31.9,32,7751,79,0,1,0,0,0
20.2,91,7052,90,1,0,0,0,0
25.7,41,6694,55,1,0,0,0,0
11.6,77,11934,88,0,0,0,0,1
15.4,79,5998,80,0,0,0,0,1
11.5,63,495,51,1,0,0,1,1
15.8,40,3776,78,0,0,0,0,1
15.7,39,8118,23,0,0,1,0,1
39.8,71,14322,28,1,1,1,0,0
36.5,60,6132,22,0,1,1,0,0
34.8,46,10164,92,0,1,0,0,0
22.2,72,9902,10,0,0,1,0,0
30.2,64,11810,30,1,1,1,0,0
19.6,73,12900,12,0,0,1,0,0
19.3,75,10224,26,1,0,1,0,0
29.3,65,12680,31,0,1,1,0,0
25.4,79,14835,45,1,1,0,0,0
25.4,80,10388,52,1,1,0,0,0
31.1,83,11879,43,1,1,0,0,0
30.5,80,5267,100,1,1,0,0,0
30.2,47,5774,90,1,1,0,0,0
25.6,93,14178,28,1,1,1,0,0
29.5,42,14763,29,0,1,1,0,0
22.5,54,13578,14,0,0,1,0,0
35.2,69,3757,79,1,1,0,0,0
20.6,94,14314,44,1,0,0,0,0
34.1,35,292,93,1,1,0,1,0
31.8,35,13621,61,1,1,0,0,0
32.6,81,3534,96,1,1,0,0,0
13.5,59,1791,19,1,0,1,1,1
21.5,56,3662,38,1,0,1,0,0
26.9,66,14417,10,0,0,1,0,0
32.5,92,1486,94,0,1,0,1,0
23.2,33,7300,98,0,0,0,0,0
37.4,72,2291,17,1,1,1,1,0
30.5,46,2866,79,0,1,0,1,0
12.2,40,10570,17,1,0,1,0,1
37.9,74,8239,92,0,1,0,0,0
15.3,78,6021,90,1,0,0,0,1
32.5,83,6976,91,1,1,0,0,0
12.8,94,6499,60,0,0,0,0,1
24.0,84,11390,46,0,0,0,0,0
11.7,51,8167,72,0,0,0,0,1
15.2,40,8129,70,0,0,0,0,1
28.4,33,7480,23,1,1,1,0,0
10.4,64,7399,76,0,0,0,0,1
23.1,33,6249,21,1,0,1,0,0
27.6,50,14313,42,1,0,0,0,0
16.4,86,4689,57,0,0,0,0,1
18.0,67,10121,73,1,0,0,0,0
39.9,69,12751,70,1,1,0,0,0
13.1,89,14381,45,1,0,0,0,1
36.6,54,3414,19,0,1,1,0,0
22.4,58,14341,58,0,0,0,0,0
29.6,54,2329,44,0,1,0,1,0
30.3,81,13837,93,1,1,0,0,0
37.5,48,6764,88,1,1,0,0,0
10.9,61,10036,89,1,0,0,0,1
11.8,89,10951,28,1,0,1,0,1
32.0,84,13026,18,1,1,1,0,0
38.9,33,5236,96,0,1,0,0,0
35.7,90,3846,27,0,1,1,0,0
20.7,31,12888,39,1,0,1,0,0
26.3,88,6218,61,1,1,0,0,0
14.9,83,14654,82,0,0,0,0,1
38.4,53,11565,49,0,1,0,0,0
32.1,91,11201,84,1,1,0,0,0
21.2,35,14677,44,1,0,0,0,0
23.1,31,2213,65,1,0,0,1,0
12.3,63,12456,68,0,0,0,0,1
36.5,87,10594,10,0,1,1,0,0
37.0,76,4190,67,0,1,0,0,0
22.2,84,5899,91,0,0,0,0,0
31.8,31,5128,86,1,1,0,0,0
38.0,56,14053,75,1,1,0,0,0
24.7,51,572,22,1,0,1,1,0
22.8,48,1166,62,0,0,0,1,0
39.1,30,14980,30,1,1,1,0,0
34.7,81,12091,18,1,1,1,0,0
19.1,89,8825,48,1,0,0,0,0
28.8,86,10226,62,1,1,0,0,0
33.2,37,8547,48,0,1,0,0,0
13.6,38,6511,70,0,0,0,0,1
36.0,41,5499,88,1,1,0,0,0
21.3,63,12256,60,1,0,0,0,0
21.7,70,5917,58,0,0,0,0,0
25.9,67,4270,50,0,0,0,0,0
16.0,57,9238,24,1,0,1,0,1
39.4,74,6965,52,0,1,0,0,0
16.0,77,2065,54,0,0,0,1,1
11.8,56,7762,64,1,0,0,0,1
18.3,60,13459,10,0,0,1,0,0
26.7,79,2609,79,0,1,0,1,0
17.0,57,14348,30,1,0,1,0,1
38.8,31,13511,100,0,1,0,0,0
10.3,83,5765,30,1,0,1,0,1
35.6,56,7859,37,1,1,1,0,0
19.3,49,12527,52,1,0,0,0,0
21.3,46,6098,18,0,0,1,0,0
17.6,78,3811,78,1,0,0,0,1
28.1,74,1893,31,1,1,1,1,0
26.0,33,8106,31,1,0,1,0,0
11.7,71,9211,69,0,0,0,0,1
28.1,81,11813,50,1,1,0,0,0
12.5,80,10166,64,1,0,0,0,1
14.4,47,13893,26,1,0,1,0,1
11.0,69,11309,15,1,0,1,0,1
34.8,86,9788,79,0,1,0,0,0
19.3,71,9829,13,1,0,1,0,0
34.3,31,3000,58,1,1,0,0,0
10.7,77,8960,38,1,0,1,0,1
19.0,31,1896,84,0,0,0,1,0
37.4,65,12146,51,0,1,0,0,0
36.7,53,13039,38,0,1,1,0,0
23.8,71,1566,52,0,0,0,1,0
33.3,66,13800,87,0,1,0,0,0
36.6,46,2467,58,0,1,0,1,0
24.3,93,2634,20,1,0,1,1,0
11.6,90,1424,35,0,0,1,1,1
10.6,79,14495,76,0,0,0,0,1
30.0,32,251,27,0,1,1,1,0
28.4,68,2986,85,1,1,0,1,0
35.1,72,10322,51,0,1,0,0,0
16.0,40,12963,80,0,0,0,0,1
13.8,94,8222,39,1,0,1,0,1
17.1,94,9863,49,1,0,0,0,1
10.5,48,14477,84,0,0,0,0,1
31.4,81,3494,48,0,1,0,0,0
13.8,31,6818,35,1,0,1,0,1
13.3,93,11171,71,1,0,0,0,1
38.2,80,3059,44,1,1,0,0,0
21.7,38,4939,58,0,0,0,0,0
21.0,33,12461,44,0,0,0,0,0
33.0,67,14556,66,0,1,0,0,0
13.4,72,12144,51,0,0,0,0,1
20.9,51,7524,44,0,0,0,0,0
16.9,54,3990,70,1,0,0,0,1
18.4,66,12980,39,1,0,1,0,0
15.2,50,7017,18,1,0,1,0,1
33.3,63,9790,97,0,1,0,0,0
35.3,35,4666,79,0,1,0,0,0
14.9,68,9320,35,0,0,1,0,1
35.2,74,7676,52,0,1,0,0,0
35.2,78,13490,15,1,1,1,0,0
18.8,82,13064,33,0,0,1,0,0
29.1,70,9112,17,0,1,1,0,0
21.7,34,10221,100,0,0,0,0,0
18.6,89,4116,95,0,0,0,0,0
22.3,55,7630,15,1,0,1,0,0
17.0,41,6424,21,1,0,1,0,1
23.3,90,10924,94,1,0,0,0,0
10.6,51,2679,88,0,0,0,1,1
32.3,31,3694,67,1,1,0,0,0
14.4,77,9200,66,1,0,0,0,1
19.3,32,13865,27,0,0,1,0,0
15.8,73,3996,74,1,0,0,0,1
29.6,74,10379,29,1,1,1,0,0
29.2,91,4654,25,1,1,1,0,0
21.9,64,8825,82,0,0,0,0,0
18.5,37,1978,39,1,0,1,1,0
33.4,59,3919,83,0,1,0,0,0
33.7,43,12082,92,1,1,0,0,0
13.2,57,1618,93,1,0,0,1,1
36.6,84,2470,88,1,1,0,1,0
18.4,36,9714,25,1,0,1,0,0
12.2,30,1645,21,0,0,1,1,1
35.5,71,6323,48,0,1,0,0,0
15.2,66,14328,47,1,0,0,0,1
17.8,39,6927,27,1,0,1,0,1
22.1,81,1564,51,0,0,0,1,0
20.3,76,12779,71,1,0,0,0,0
28.2,66,5547,18,1,1,1,0,0
30.1,59,5944,25,1,1,1,0,0
25.8,69,5543,52,1,0,0,0,0
30.5,44,321,42,0,1,0,1,0
11.5,71,8316,31,1,0,1,0,1
23.2,78,13410,10,1,0,1,0,0
28.3,70,7321,18,0,1,1,0,0
12.5,37,14335,100,1,0,0,0,1
16.7,77,10905,38,0,0,1,0,1
12.4,37,3587,21,0,0,1,0,1
19.5,82,11299,90,1,0,0,0,0
32.1,76,8570,40,1,1,0,0,0
14.7,40,8886,72,0,0,0,0,1
22.1,55,3740,92,0,0,0,0,0
22.7,86,6369,82,0,0,0,0,0
32.1,38,4819,14,1,1,1,0,0
39.8,51,8675,37,0,1,1,0,0
30.5,31,3450,85,1,1,0,0,0
30.1,92,10563,84,1,1,0,0,0
18.3,40,7644,79,1,0,0,0,0
10.8,74,8348,68,1,0,0,0,1
29.6,56,13568,75,1,1,0,0,0
32.0,60,8617,90,0,1,0,0,0
10.9,54,13498,25,1,0,1,0,1
35.7,71,7663,67,0,1,0,0,0
30.2,85,12012,63,1,1,0,0,0
22.7,95,10340,89,1,0,0,0,0
22.4,82,964,98,0,0,0,1,0
12.1,66,930,73,1,0,0,1,1
34.1,62,6201,74,0,1,0,0,0
16.4,53,6541,49,0,0,0,0,1
19.0,79,2736,64,0,0,0,1,0
21.5,37,14334,75,1,0,0,0,0
17.9,66,6596,50,1,0,0,0,1
12.6,72,11210,25,0,0,1,0,1
25.6,53,11360,43,1,0,0,0,0
17.8,30,12952,65,1,0,0,0,1
25.6,69,6845,57,1,0,0,0,0
